datetime,signal_vrp_z,signal_concavity_z,signal_skew_z,dte,entry_iv,spx_close,vrp_raw,concavity_raw,skew_raw,tp_pct,kelly_fraction
2019-03-15,0.0,0.0,0.0,34,0.11,2814.47,0.001181,-0.012838,0.0535,50,0.015
2019-03-18,0.0,0.0,0.0,31,0.1116,2830.89,0.005145,-0.011938,0.0551,50,0.015
2019-03-19,0.0,0.0,0.0,30,0.1127,2843.77,0.005955,-0.010175,0.047,50,0.015
2019-03-20,0.0,0.0,0.0,29,0.1221,2822.72,0.01106,-0.0119,0.0552,50,0.015
2019-03-21,0.0,0.0,0.0,28,0.1212,2833.1,0.0105,-0.011462,0.0529,50,0.015
2019-03-22,0.0,0.0,0.0,27,0.1313,2832.25,0.021427,-0.011313,0.0573,50,0.015
2019-03-25,0.0,0.0,0.0,28,0.1559,2786.06,0.034206,-0.009912,0.0629,50,0.015
2019-03-26,0.0,0.0,0.0,27,0.1316,2824.56,0.001019,-0.009112,0.0509,50,0.015
2019-03-27,0.0,0.0,0.0,26,0.1307,2819.58,0.002364,-0.007488,0.0483,50,0.015
2019-03-28,0.0,0.0,0.0,25,0.1256,2816.82,-0.002643,-0.006638,0.0479,50,0.015
2019-03-29,0.0,0.0,0.0,26,0.1193,2829.17,-0.008596,-0.007912,0.0469,50,0.015
2019-04-01,0.0,0.0,0.0,25,0.117,2854.57,-0.014031,-0.00965,0.0524,50,0.015
2019-04-02,0.0,0.0,0.0,45,0.1222,2866.14,-0.005075,-0.0104,0.056,50,0.015
2019-04-03,0.0,0.0,0.0,44,0.1198,2874.83,-0.007121,-0.012687,0.0579,50,0.015
2019-04-04,0.0,0.0,0.0,43,0.1205,2878.66,0.006221,-0.012137,0.0575,50,0.015
2019-04-05,0.0,0.0,0.0,42,0.1161,2891.21,0.008073,-0.0123,0.056,50,0.015
2019-04-08,0.0,0.0,0.0,39,0.1174,2884.94,0.015474,-0.013212,0.0613,50,0.015
2019-04-09,0.0,0.0,0.0,38,0.118,2880.09,0.019051,-0.014738,0.0655,50,0.015
2019-04-10,0.0,0.0,0.0,37,0.1185,2880.51,0.020923,-0.0145,0.0688,50,0.015
2019-04-11,0.0,0.0,0.0,36,0.1118,2890.41,0.014264,-0.015125,0.0618,50,0.015
2019-04-12,0.0,0.0,0.0,35,0.1047,2905.27,0.00654,-0.014175,0.0558,50,0.015
2019-04-15,0.0,0.0,0.0,32,0.1085,2902.77,0.011299,-0.013513,0.0573,50,0.015
2019-04-16,0.0,0.0,0.0,31,0.1009,2912.97,0.004093,-0.0137,0.056,50,0.015
2019-04-17,0.0,0.0,0.0,30,0.1088,2903.03,0.015763,-0.013212,0.0533,50,0.015
2019-04-18,-0.259352,-0.25976,-0.470839,29,0.1056,2897.79,0.012303,-0.014275,0.0582,50,0.015
2019-04-22,0.093953,-0.020843,-0.344009,25,0.1099,2901.83,0.016754,-0.013663,0.0593,50,0.015
2019-04-23,1.448549,0.384075,-1.046847,27,0.1009,2919.03,0.033799,-0.012625,0.053,50,0.015
2019-04-24,2.666464,-0.394482,-0.604915,26,0.1025,2932.38,0.049666,-0.0146,0.0568,50,0.015
2019-04-25,3.279688,-1.156763,0.379998,25,0.1178,2915.74,0.059796,-0.016538,0.0655,50,0.015
2019-04-26,2.482187,-1.265148,0.218305,26,0.1093,2920.68,0.052149,-0.016863,0.0641,50,0.015
2019-04-29,2.051862,-0.912658,0.319295,25,0.1073,2941.82,0.047629,-0.016025,0.065,50,0.015
2019-04-30,2.302488,-0.75342,0.339763,28,0.1077,2935.76,0.052501,-0.01565,0.0652,50,0.015
2019-05-01,2.115649,-2.061086,0.510395,27,0.107,2950.36,0.051128,-0.018988,0.0667,50,0.015
2019-05-02,2.066602,-0.604545,0.564025,26,0.1137,2931.36,0.051583,-0.0154,0.0672,50,0.015
2019-05-03,1.633132,0.37457,-0.246157,25,0.1079,2931.99,0.045742,-0.012887,0.0603,50,0.015
2019-05-06,3.370442,-1.825374,2.280629,25,0.1402,2914.35,0.074802,-0.018525,0.0818,50,0.015
2019-05-07,4.0,-1.342047,3.355732,45,0.1608,2892.84,0.090235,-0.0174,0.092,50,0.015
2019-05-08,3.835242,-0.47755,3.022791,44,0.1655,2885.34,0.094549,-0.0152,0.0912,50,0.015
2019-05-09,3.966523,-0.660676,3.602916,43,0.1911,2845.46,0.104464,-0.015687,0.0987,50,0.015
2019-05-10,2.624851,1.757609,0.945875,42,0.1682,2848.45,0.082632,-0.009425,0.0738,50,0.015
2019-05-13,2.990377,0.847918,1.828399,39,0.1835,2818.45,0.094106,-0.0117,0.0832,50,0.015
2019-05-14,2.017884,1.567625,0.758155,38,0.1663,2830.8,0.074499,-0.009787,0.0723,50,0.015
2019-05-15,1.847588,-2.703924,2.198178,37,0.1626,2835.9,0.071779,-0.021012,0.0877,50,0.015
2019-05-16,0.306231,1.510307,0.119765,36,0.1398,2876.63,0.033913,-0.009788,0.0659,50,0.015
2019-05-17,0.428104,2.094761,-0.250663,35,0.1451,2857.63,0.037038,-0.008088,0.0619,50,0.015
2019-05-20,0.735758,2.299613,-0.184024,32,0.1534,2844.86,0.044836,-0.007325,0.0626,50,0.015
2019-05-21,0.282988,2.342536,-0.566231,31,0.1409,2856.6,0.033668,-0.006963,0.0585,50,0.015
2019-05-22,0.202179,1.96256,-0.730875,30,0.137,2857.37,0.0317,-0.007838,0.0567,50,0.015
2019-05-23,0.857305,1.250436,-0.395015,29,0.1612,2818.53,0.047949,-0.009825,0.0602,50,0.015
2019-05-24,0.152013,1.785866,-0.751878,28,0.1459,2832.74,0.030723,-0.00815,0.0564,50,0.015
2019-05-28,0.401666,1.785393,-0.991851,27,0.1477,2834.32,0.036881,-0.008025,0.0538,50,0.015
2019-05-29,0.605226,2.534957,-1.550031,26,0.1656,2785.65,0.041924,-0.005575,0.0478,50,0.015
2019-05-30,0.256911,2.368924,-1.775547,25,0.1561,2795.27,0.033543,-0.005788,0.0451,50,0.015
2019-05-31,0.964604,2.14539,-1.652414,26,0.1802,2753.93,0.050742,-0.00625,0.046,50,0.015
2019-06-03,0.964504,1.489761,-1.048102,25,0.1799,2747.97,0.050981,-0.008225,0.0522,50,0.015
2019-06-04,0.141327,1.591263,-0.686273,45,0.1653,2769.05,0.031273,-0.0078,0.056,50,0.015
2019-06-05,-0.692913,1.6656,-0.717954,44,0.1577,2811.29,0.011182,-0.00745,0.0556,50,0.015
2019-06-06,-1.116251,1.391455,-0.842036,43,0.1496,2827.99,0.000878,-0.008275,0.0542,50,0.015
2019-06-07,-1.408881,0.958308,-0.41704,42,0.1428,2867.12,-0.006474,-0.009688,0.0587,50,0.015
2019-06-10,-1.508681,0.536795,-0.218834,39,0.1437,2895.8,-0.009402,-0.0111,0.0608,50,0.015
2019-06-11,-1.325648,0.830112,-0.339439,38,0.1415,2899.05,-0.005548,-0.010087,0.0595,50,0.015
2019-06-12,-1.150588,0.958709,-0.346966,37,0.1471,2881.99,-0.001714,-0.009625,0.0594,50,0.015
2019-06-13,-1.24818,1.03772,-0.496249,36,0.1444,2887.52,-0.004424,-0.009325,0.0578,50,0.015
2019-06-14,-0.881466,1.104103,-0.199191,35,0.1445,2883.72,0.004192,-0.009063,0.0609,50,0.015
2019-06-17,-0.977498,1.25353,-0.465039,32,0.14,2892.81,0.001653,-0.008513,0.0581,50,0.015
2019-06-18,-1.248789,0.788715,-0.548436,31,0.1359,2922.98,-0.005218,-0.01005,0.0572,50,0.015
2019-06-19,-1.17855,0.910665,-0.074691,30,0.1371,2919.97,-0.003864,-0.009613,0.0621,50,0.015
2019-06-20,-1.889108,0.547492,-0.95204,29,0.1239,2953.5,-0.021675,-0.010825,0.053,50,0.015
2019-06-21,-1.315081,0.106457,-0.451462,28,0.1261,2949.76,-0.008368,-0.012313,0.0581,50,0.015
2019-06-24,-1.071601,0.242796,-0.613619,25,0.1314,2953.97,-0.002697,-0.01185,0.0564,50,0.015
2019-06-25,-1.026853,0.456831,-0.551477,27,0.135,2937.26,-0.001841,-0.011125,0.057,50,0.015
2019-06-26,-0.206008,-0.007445,-0.041462,26,0.1389,2920.96,0.018446,-0.012675,0.0622,50,0.015
2019-06-27,-0.148733,0.721947,-0.344764,25,0.1403,2924.46,0.019848,-0.010238,0.0591,50,0.015
2019-06-28,0.483617,0.0461,0.040282,26,0.1375,2931.89,0.035505,-0.012475,0.063,50,0.015
2019-07-01,-0.454022,-0.34969,-0.305457,25,0.1181,2970.26,0.012409,-0.013788,0.0595,50,0.015
2019-07-02,-0.329711,0.272373,-0.185044,45,0.1222,2963.88,0.01541,-0.011737,0.0607,50,0.015
2019-07-03,-0.176036,0.361915,-0.26386,44,0.1171,2981.18,0.019139,-0.011438,0.0599,50,0.015
2019-07-05,-0.086908,-0.123645,0.167172,42,0.1199,2976.15,0.021296,-0.013025,0.0642,50,0.015
2019-07-08,0.330914,-0.360384,0.226671,39,0.1208,2979.43,0.031444,-0.0138,0.0648,50,0.015
2019-07-09,0.553428,-0.589146,0.669143,38,0.1228,2969.37,0.03687,-0.01455,0.0692,50,0.015
2019-07-10,-0.010455,-0.266262,-0.052212,37,0.114,2997.46,0.023328,-0.013513,0.0621,50,0.015
2019-07-11,0.105253,-0.214653,-0.224468,36,0.1126,2997.14,0.026109,-0.01335,0.0604,50,0.015
2019-07-12,-0.050378,-0.007796,-0.152198,35,0.1089,3004.44,0.022393,-0.012687,0.0611,50,0.015
2019-07-15,-0.000603,-0.222352,-0.284517,32,0.1092,3011.48,0.023575,-0.013375,0.0598,50,0.015
2019-07-16,-0.241174,-0.78879,0.014439,31,0.1037,3011.86,0.017862,-0.015187,0.0627,50,0.015
2019-07-17,0.134381,-1.018858,0.385467,30,0.1095,2998.45,0.026722,-0.015937,0.0663,50,0.015
2019-07-18,0.411525,-0.971703,0.859509,29,0.1185,2984.03,0.033265,-0.015813,0.0709,50,0.015
2019-07-19,0.505137,-0.383661,-0.016189,28,0.1132,2999.28,0.035508,-0.013962,0.0625,50,0.015
2019-07-22,0.712782,-0.413409,0.316545,25,0.1208,2983.41,0.040428,-0.014062,0.0657,50,0.015
2019-07-23,0.390261,-0.076194,-0.529883,27,0.1135,2989.78,0.032989,-0.013,0.0576,50,0.015
2019-07-24,0.073422,0.328264,-0.84114,26,0.1045,3006.84,0.02565,-0.011725,0.0546,50,0.015
2019-07-25,0.399035,-0.5517,-0.741363,25,0.108,3008.84,0.033211,-0.014487,0.0555,50,0.015
2019-07-26,0.260069,0.72269,-1.272137,26,0.105,3017.77,0.030038,-0.0105,0.0504,50,0.015
2019-07-29,0.582505,-0.080308,-0.422084,25,0.1128,3015.5,0.037492,-0.013,0.0584,50,0.015
2019-07-30,1.215474,-0.521034,0.062852,27,0.1146,3008.94,0.052108,-0.014375,0.063,50,0.015
2019-07-31,1.44694,-0.643365,0.094241,26,0.1194,3014.21,0.057695,-0.014763,0.0633,50,0.015
2019-08-01,1.47127,-0.51494,0.739293,25,0.123,2993.87,0.058638,-0.014375,0.0694,50,0.015
2019-08-02,1.951437,-1.009351,2.6746,26,0.1743,2926.29,0.07018,-0.015912,0.0877,50,0.015
2019-08-05,2.492736,0.230141,2.379718,25,0.2042,2873.58,0.083666,-0.0121,0.0856,50,0.015
2019-08-06,2.029235,0.837395,2.099253,45,0.1952,2858.14,0.074109,-0.010225,0.0834,50,0.015
2019-08-07,2.485343,1.10438,2.633412,44,0.1995,2848.98,0.086015,-0.009387,0.0891,50,0.015
2019-08-08,0.013475,1.281892,1.791204,43,0.1671,2908.69,0.026739,-0.008813,0.0813,50,0.015
2019-08-09,-0.133246,0.327276,2.675468,42,0.1645,2922.01,0.023144,-0.011725,0.0906,50,0.015
2019-08-12,0.34695,0.963161,2.284524,39,0.1775,2898.01,0.034861,-0.009763,0.0873,50,0.015
2019-08-13,-0.248027,1.200319,2.122474,38,0.1687,2925.96,0.020407,-0.009013,0.0861,50,0.015
2019-08-14,0.324319,1.77013,1.382387,37,0.1931,2874.85,0.034275,-0.007225,0.0786,50,0.015
2019-08-15,0.721426,1.640523,1.014923,36,0.2036,2853.55,0.043912,-0.00755,0.0748,50,0.015
2019-08-16,-0.281128,2.312465,0.402978,35,0.1804,2872.14,0.019788,-0.005387,0.0683,50,0.015
2019-08-19,-1.574895,1.876717,0.494724,32,0.1599,2915.81,-0.011386,-0.006613,0.0693,50,0.015
2019-08-20,-1.592151,2.646249,0.080928,31,0.1586,2911.58,-0.012248,-0.004063,0.0649,50,0.015
2019-08-21,-1.962525,2.347375,-0.407566,30,0.1482,2922.39,-0.021711,-0.004812,0.0597,50,0.015
2019-08-22,-1.877689,2.191396,-0.14236,29,0.1498,2928.27,-0.020397,-0.005163,0.0625,50,0.015
2019-08-23,-1.505892,2.277207,-0.160773,28,0.1579,2914.64,-0.011882,-0.004737,0.0623,50,0.015
2019-08-26,-0.26917,1.959324,0.389423,25,0.1986,2860.4,0.018458,-0.005662,0.0681,50,0.015
2019-08-27,-1.4902,2.267853,0.07435,27,0.1739,2889.36,-0.011822,-0.0045,0.0648,50,0.015
2019-08-28,-0.91469,2.381855,0.264798,26,0.1878,2871.84,0.00211,-0.00395,0.0668,50,0.015
2019-08-29,-2.406781,1.785435,0.665551,25,0.1603,2916.9,-0.035123,-0.005875,0.071,50,0.015
2019-08-30,-1.928982,1.071345,1.313971,26,0.1552,2935.23,-0.024357,-0.008325,0.0778,50,0.015
2019-09-03,-0.514324,0.916172,2.239383,45,0.1859,2893.04,0.01093,-0.00885,0.0876,50,0.015
2019-09-04,-1.249019,0.773333,2.150309,44,0.1691,2922.44,-0.007783,-0.009338,0.0871,50,0.015
2019-09-05,-2.657827,0.145301,1.636839,43,0.144,2980.75,-0.043883,-0.01155,0.082,50,0.015
2019-09-06,-2.325819,0.081155,1.859602,42,0.1379,2978.81,-0.036968,-0.011775,0.0846,50,0.015
2019-09-09,-2.506983,-0.103648,1.723547,39,0.1315,2983.33,-0.042921,-0.012425,0.0834,50,0.015
2019-09-10,-2.078102,0.231314,1.794222,38,0.1415,2958.74,-0.032942,-0.01125,0.0844,50,0.015
2019-09-11,-2.466116,0.223429,1.207094,37,0.13,2986.65,-0.044307,-0.011275,0.0782,50,0.015
2019-09-12,-2.176659,-0.801424,1.179915,36,0.1236,3012.03,-0.037808,-0.01485,0.078,50,0.015
2019-09-13,-2.211566,-0.71141,1.098787,35,0.118,3009.15,-0.039806,-0.01455,0.0772,50,0.015
2019-09-16,-1.953804,-0.17683,0.982662,32,0.1248,2999.28,-0.033667,-0.0127,0.076,50,0.015
2019-09-17,-1.2366,-0.039456,0.341892,31,0.137,2996.17,-0.014195,-0.012225,0.069,50,0.015
2019-09-18,-1.522695,0.477266,0.386237,30,0.1283,2998.54,-0.022551,-0.010437,0.0695,50,0.015
2019-09-19,-2.047136,-0.132904,0.09313,29,0.1137,3016.95,-0.037867,-0.012538,0.0663,50,0.015
2019-09-20,-2.053169,0.089099,0.156874,28,0.113,3012.75,-0.038924,-0.011775,0.067,50,0.015
2019-09-23,-1.394225,0.955435,0.83513,25,0.1346,2984.49,-0.020753,-0.0088,0.0744,50,0.015
2019-09-24,-1.075648,0.753461,0.298569,27,0.1251,3002.78,-0.011855,-0.009475,0.0686,50,0.015
2019-09-25,-0.405341,0.596892,0.8315,26,0.1532,2960.46,0.007406,-0.01,0.0744,50,0.015
2019-09-26,-0.772232,0.821095,0.624785,25,0.1405,2975.57,-0.003256,-0.009225,0.0722,50,0.015
2019-09-27,-0.494409,0.678209,0.603851,26,0.139,2973.84,0.004677,-0.0097,0.072,50,0.015
2019-09-30,-0.143985,0.961098,0.472072,25,0.1476,2975.02,0.014739,-0.008725,0.0706,50,0.015
2019-10-01,0.569848,0.864446,1.18397,45,0.1565,2966.16,0.035269,-0.009037,0.0783,50,0.015
2019-10-02,0.891007,1.765633,1.074192,44,0.1832,2906.43,0.044554,-0.00595,0.0772,50,0.015
2019-10-03,1.824899,2.051667,-0.005531,43,0.1984,2862.09,0.071489,-0.0049,0.0656,50,0.015
2019-10-04,-0.246444,2.148654,0.597578,42,0.1678,2929.45,0.012277,-0.004463,0.0721,50,0.015
2019-10-07,-0.464923,2.015903,0.855605,39,0.1627,2944.32,0.005961,-0.004812,0.0749,50,0.015
2019-10-08,-0.058944,1.931146,0.702711,38,0.1794,2903.0,0.017589,-0.005013,0.0733,50,0.015
2019-10-09,0.07713,1.779683,0.737111,37,0.1793,2910.66,0.021486,-0.005463,0.0737,50,0.015
2019-10-10,-0.346864,1.469261,0.7247,36,0.1667,2933.62,0.009368,-0.0065,0.0736,50,0.015
2019-10-11,-1.56028,1.84433,0.096014,35,0.1447,2983.29,-0.025276,-0.005112,0.0669,50,0.015
2019-10-14,-1.513242,1.520868,-0.700186,32,0.146,2969.54,-0.024339,-0.0062,0.0584,50,0.015
2019-10-15,-2.247837,1.490333,-0.913073,31,0.126,2987.15,-0.045827,-0.006262,0.0561,50,0.015
2019-10-16,-2.145876,1.298236,-0.871106,30,0.1279,2988.04,-0.043901,-0.006913,0.0565,50,0.015
2019-10-17,-2.350354,0.866251,-0.951549,29,0.121,3006.48,-0.050816,-0.00845,0.0556,50,0.015
2019-10-18,-2.209431,0.621413,-0.89045,28,0.1245,2994.44,-0.047813,-0.009325,0.0562,50,0.015
2019-10-21,-2.107076,0.894876,-0.811121,25,0.1232,2998.1,-0.045751,-0.008325,0.057,50,0.015
2019-10-22,-2.156829,0.414832,-0.713592,27,0.12,3010.16,-0.048146,-0.01005,0.058,50,0.015
2019-10-23,-1.743281,0.620919,-1.049772,26,0.1241,2996.43,-0.036478,-0.0093,0.0544,50,0.015
2019-10-24,-1.761887,0.802292,-0.752288,25,0.1222,3002.31,-0.037601,-0.008637,0.0575,50,0.015
2019-10-25,-1.94396,0.7676,-0.852937,26,0.1163,3012.51,-0.043783,-0.00875,0.0564,50,0.015
2019-10-28,-2.038643,0.136623,-0.764312,25,0.1155,3040.47,-0.047452,-0.011013,0.0573,50,0.015
2019-10-29,-1.924574,-0.398886,-0.666839,27,0.1176,3040.44,-0.044707,-0.012937,0.0583,50,0.015
2019-10-30,-1.271323,0.29217,-0.796769,26,0.1169,3034.23,-0.024833,-0.010462,0.0569,50,0.015
2019-10-31,-0.723391,0.511257,-0.746189,25,0.1187,3031.4,-0.007801,-0.009675,0.0574,50,0.015
2019-11-01,-0.466818,-0.207764,-0.809606,26,0.1058,3063.38,0.000201,-0.012238,0.0567,50,0.015
2019-11-04,-0.249573,-0.245667,-0.815761,25,0.1127,3079.83,0.006992,-0.012375,0.0566,50,0.015
2019-11-05,0.594107,-1.173123,0.478198,45,0.1211,3075.57,0.033455,-0.015675,0.0702,50,0.015
2019-11-06,0.551258,-0.874616,0.410199,44,0.1203,3076.48,0.032174,-0.014637,0.0695,50,0.015
2019-11-07,0.501109,-0.762035,0.075566,43,0.1174,3093.68,0.03066,-0.01425,0.066,50,0.015
2019-11-08,0.984109,-0.984257,0.3046,42,0.118,3080.55,0.045791,-0.01505,0.0684,50,0.015
2019-11-11,1.407109,-0.42001,-0.337529,39,0.1276,3083.42,0.059146,-0.013062,0.0617,50,0.015
2019-11-12,1.034684,-0.337877,-0.518885,38,0.1155,3098.26,0.047805,-0.012775,0.0598,50,0.015
2019-11-13,1.079572,0.133052,-0.450038,37,0.1191,3088.76,0.049371,-0.011112,0.0605,50,0.015
2019-11-14,1.044776,-0.38459,0.032662,36,0.1162,3095.79,0.048456,-0.012938,0.0655,50,0.015
2019-11-15,0.97152,-0.344366,-0.034974,35,0.1113,3107.48,0.046324,-0.0128,0.0648,50,0.015
2019-11-18,0.959201,-0.574457,-0.141309,32,0.1111,3116.33,0.046078,-0.013612,0.0637,50,0.015
2019-11-19,0.921206,-0.273759,-0.257332,31,0.1096,3120.6,0.045024,-0.012563,0.0625,50,0.015
2019-11-20,1.008174,-0.090881,-0.013733,30,0.1096,3114.61,0.047871,-0.011925,0.065,50,0.015
2019-11-21,1.10292,0.392202,0.190863,29,0.1155,3104.19,0.050985,-0.010238,0.0671,50,0.015
2019-11-22,0.922296,0.491818,-0.239175,28,0.1097,3109.4,0.045506,-0.009887,0.0627,50,0.015
2019-11-25,0.788983,0.264011,-0.365792,25,0.1019,3129.54,0.041456,-0.010675,0.0614,50,0.015
2019-11-26,0.690573,0.227372,-0.502101,27,0.0987,3136.01,0.03847,-0.0108,0.06,50,0.015
2019-11-27,0.663431,0.014158,-0.431913,26,0.0965,3144.32,0.037695,-0.011537,0.0607,50,0.015
2019-11-29,0.859364,-0.430698,-0.046997,25,0.1018,3150.05,0.043876,-0.013075,0.0646,50,0.015
2019-12-02,1.490851,0.631857,0.653327,32,0.1218,3126.01,0.063672,-0.009412,0.0717,50,0.015
2019-12-03,1.812015,0.201586,1.658485,31,0.1558,3076.26,0.074052,-0.010888,0.0819,50,0.015
2019-12-04,0.561895,1.05168,0.28712,30,0.1277,3114.08,0.03531,-0.007963,0.0681,50,0.015
2019-12-05,0.833966,1.079578,0.473707,29,0.1372,3104.62,0.043899,-0.00785,0.07,50,0.015
2019-12-06,-0.131501,0.711096,0.116947,28,0.116,3145.75,0.013724,-0.0091,0.0664,50,0.015
2019-12-09,-0.112763,0.155929,1.066694,25,0.1148,3148.35,0.014301,-0.011,0.076,50,0.015
2019-12-10,0.191854,-0.285578,1.823424,34,0.1258,3136.37,0.023803,-0.012513,0.0837,50,0.015
2019-12-11,0.263707,-0.16774,1.412469,33,0.127,3140.23,0.026055,-0.012112,0.0797,50,0.015
2019-12-12,-0.479018,-0.013936,0.912153,32,0.1088,3173.82,0.002984,-0.011588,0.0747,50,0.015
2019-12-13,-0.734857,-0.046771,0.328823,31,0.1009,3173.18,-0.004996,-0.0117,0.0688,50,0.015
2019-12-16,-1.257842,-0.767176,0.2099,28,0.0859,3193.81,-0.021287,-0.01415,0.0676,50,0.015
2019-12-17,-1.247967,-1.353241,0.288347,27,0.0859,3194.9,-0.021198,-0.01615,0.0684,50,0.015
2019-12-18,-1.239468,-1.41847,0.406291,26,0.0861,3193.76,-0.021147,-0.0164,0.0696,50,0.015
2019-12-19,-1.146258,-1.336039,0.524107,25,0.0882,3195.76,-0.018456,-0.01615,0.0708,50,0.015
2019-12-20,-1.108231,-1.624626,0.572272,32,0.0894,3217.35,-0.017448,-0.017163,0.0713,50,0.015
2019-12-23,-0.965627,-2.045859,1.156661,29,0.0937,3225.13,-0.013169,-0.01865,0.0772,50,0.015
2019-12-24,-0.912238,-1.980135,0.952442,28,0.0942,3222.22,-0.011629,-0.0185,0.0752,50,0.015
2019-12-26,-0.969775,-1.3838,0.710364,26,0.0924,3231.51,-0.01353,-0.0165,0.0728,50,0.015
2019-12-27,-0.802809,-1.655601,0.767749,25,0.0975,3240.6,-0.008455,-0.017475,0.0734,50,0.015
2020-01-02,0.15104,-0.343362,0.297724,25,0.1043,3241.3,0.021131,-0.012938,0.0687,50,0.015
2020-01-03,0.690312,0.532831,0.018021,26,0.114,3236.4,0.037882,-0.009887,0.0659,50,0.015
2020-01-06,1.005263,0.771927,0.826863,28,0.1235,3227.85,0.047714,-0.00905,0.074,50,0.015
2020-01-07,1.340114,0.560882,0.684093,45,0.1218,3238.92,0.058227,-0.009775,0.0726,50,0.015
2020-01-08,1.202684,0.408167,0.461946,44,0.1179,3248.06,0.054197,-0.0103,0.0704,50,0.015
2020-01-09,1.09181,0.086095,0.270419,43,0.1133,3268.1,0.050937,-0.011413,0.0685,50,0.015
2020-01-10,0.863469,-0.488496,0.540886,42,0.1065,3279.88,0.043987,-0.0134,0.0712,50,0.015
