datetime,signal_vrp_z,signal_skew_z,signal_concavity_z,signal_iv_rank_z,signal_term_slope_z,signal_pc_iv_z,signal_volume_imb_z,signal_rv_trend_z,composite_score,dte,entry_iv,spx_close,tp_pct,kelly_fraction
2021-01-25,0.540257,-0.132409,-0.709201,-1.45967,2.816949,-0.098852,0.0,-0.537935,51.3415,25,0.1711,3853.93,50,0.015
2021-01-26,0.704598,-0.103389,-0.025593,-1.082063,1.727238,-0.061552,0.0,-0.472403,51.6861,29,0.1834,3854.7,50,0.015
2021-01-27,0.881479,0.188583,-0.716169,-0.409695,0.0,-0.155685,0.0,0.206762,51.3411,28,0.2117,3795.7,50,0.015
2021-01-28,1.037833,0.498116,-0.352993,-0.22665,0.0,-0.19282,0.0,0.388196,52.9697,27,0.2242,3802.67,50,0.015
2021-01-29,1.145647,0.560591,-0.365054,0.050051,0.0,-0.169517,0.0,0.495054,53.8463,26,0.2383,3768.3,50,0.015
2021-02-01,1.327219,1.185018,-1.307813,0.316544,0.0,-0.164526,0.0,0.487793,55.196,32,0.2568,3736.72,50,0.015
2021-02-02,0.48748,0.636457,-0.883383,-0.418554,0.0,0.061325,0.0,0.729555,51.5832,45,0.2185,3826.54,50,0.015
2021-02-03,0.375367,0.229481,-0.595658,-0.634833,0.0,0.234411,0.0,0.872182,50.6391,44,0.2079,3830.25,50,0.015
2021-02-04,0.160054,-0.032735,-0.375819,-1.092339,0.0,0.242543,0.0,0.693276,48.9847,43,0.1906,3850.98,50,0.015
2021-02-05,0.21487,-0.047231,-0.651748,-1.172094,0.0,0.045131,0.0,0.266549,48.3416,42,0.1895,3878.44,50,0.015
2021-02-08,0.112732,-0.003137,-1.110936,-1.413985,0.0,0.163892,0.0,-0.226236,47.3166,39,0.1827,3906.93,50,0.015
2021-02-09,0.161163,0.007412,-0.974046,-1.28384,0.0,0.191076,0.0,-0.191992,47.8078,38,0.1852,3913.56,50,0.015
2021-02-10,0.091552,-0.064323,-0.928075,-1.578793,2.264939,0.062893,0.0,-0.1369,49.702,37,0.1799,3921.18,50,0.015
2021-02-11,0.128459,-0.067056,-0.789576,-1.458811,2.210408,0.055734,0.0,-0.042178,50.0543,36,0.1829,3917.47,50,0.015
2021-02-12,0.020701,-0.243875,-0.564637,-1.825362,2.744066,0.139969,0.0,-0.05646,49.7789,35,0.1741,3916.27,50,0.015
2021-02-16,0.237661,-0.131453,-0.954689,-1.630451,2.238642,0.036491,0.0,-0.254078,49.7176,31,0.1791,3938.68,50,0.015
2021-02-17,0.217017,0.027963,-0.792724,-1.622148,2.33191,-0.133982,0.0,-0.327797,50.0315,30,0.1794,3917.68,50,0.015
2021-02-18,0.370898,0.19806,-1.036031,-1.291064,1.70846,-0.07678,0.0,-0.389749,50.3364,29,0.1868,3896.52,50,0.015
2021-02-19,0.164211,-0.041437,-0.890481,-1.935999,2.547933,-0.037323,0.0,-0.298203,49.5824,28,0.1717,3922.25,50,0.015
2021-02-22,0.268667,0.090424,-0.730307,-1.497807,1.667927,-0.111478,0.0,-0.033634,49.8948,25,0.1828,3889.89,50,0.015
2021-02-23,0.398858,-0.113687,0.230567,-0.87715,0.946578,-0.224699,0.0,0.155992,50.6277,27,0.2011,3838.93,50,0.015
2021-02-24,0.308416,-0.074679,-0.101629,-1.004981,0.756564,-0.185569,0.0,0.351365,49.9309,26,0.1965,3865.84,50,0.015
2021-02-25,0.262749,-0.123737,-0.441445,-1.487272,1.3151,-0.17805,0.0,0.151357,49.3011,25,0.1836,3900.51,50,0.015
2021-02-26,0.620471,0.530735,-0.304132,-0.134945,-0.276311,-0.299572,0.0,0.359953,51.7158,33,0.2342,3816.81,50,0.015
2021-03-01,-0.045248,0.189991,-0.582854,-1.356912,0.808076,-0.09467,0.0,0.500837,48.8907,30,0.1887,3878.26,50,0.015
2021-03-02,0.001323,0.118663,-0.942948,-1.400982,0.727823,-0.070241,0.0,0.518651,48.4473,45,0.1881,3894.18,50,0.015
2021-03-03,0.43705,0.308694,-1.045265,-0.774318,0.0,-0.117654,0.0,0.190391,49.6899,44,0.2083,3842.23,50,0.015
2021-03-04,0.539019,0.264418,-0.858574,-0.501862,0.0,-0.322637,0.0,-0.31703,49.9556,43,0.2216,3799.68,50,0.015
2021-03-05,0.596391,0.371264,-1.321722,-0.387506,0.0,-0.264107,0.0,-0.321882,50.1698,42,0.2265,3771.04,50,0.015
2021-03-08,0.00895,0.144741,-0.8531,-0.991857,0.0,-0.044921,0.0,0.291859,48.2426,39,0.203,3860.75,50,0.015
2021-03-09,-0.113643,-0.083095,-0.82829,-1.36728,0.0,-0.158723,0.0,0.672711,47.0138,38,0.1922,3878.12,50,0.015
2021-03-10,-0.181189,-0.323726,-0.739101,-1.49408,0.840277,-0.02743,0.0,0.581518,47.3388,37,0.1882,3900.61,50,0.015
2021-03-11,-0.331287,-0.392254,-0.756708,-1.997832,1.460463,-0.031413,0.0,0.427942,46.7203,36,0.1789,3932.19,50,0.015
2021-03-12,-0.3027,-0.42848,-0.508027,-1.837216,1.363756,-0.165875,0.0,0.053124,46.7212,35,0.1809,3927.68,50,0.015
2021-03-15,-0.469678,-0.694527,-0.587304,-2.379738,2.0142,-0.267347,0.0,0.076106,45.585,32,0.1684,3943.2,50,0.015
2021-03-16,-0.656401,-0.834515,-0.535968,-2.512092,2.433528,-0.160198,0.0,0.063451,45.2848,31,0.1554,3977.67,50,0.015
2021-03-17,-0.581963,-0.729564,-0.298277,-2.454319,2.052563,-0.251264,0.0,0.056208,45.4058,30,0.1621,3947.33,50,0.015
2021-03-18,-0.591275,-0.868684,0.013137,-2.449799,2.184449,-0.249324,0.0,0.037961,45.5113,29,0.1599,3948.77,50,0.015
2021-03-19,-0.472282,-0.4942,-0.263762,-2.053835,1.416818,-0.239703,0.0,0.100257,46.0497,28,0.1741,3896.64,50,0.015
2021-03-22,-0.72042,-0.867131,0.198594,-2.432352,2.465394,-0.057268,0.0,0.110219,45.9313,25,0.1549,3930.25,50,0.015
2021-03-26,-0.593957,-0.931129,-0.042366,-2.429728,2.003175,-0.345748,0.0,-0.262654,44.9011,31,0.1453,3931.63,50,0.015
2021-03-29,-0.29474,-0.561511,-0.403691,-2.333294,0.934217,-0.154582,0.0,-0.620194,44.9736,28,0.1602,3955.92,50,0.015
2021-03-30,-0.267457,-0.708486,0.075223,-2.286893,0.777929,-0.119492,0.0,-0.800303,44.9581,27,0.1619,3956.29,50,0.015
2021-03-31,-0.395179,-1.017331,0.322955,-2.384057,0.0,-0.173434,0.0,-0.789182,43.0916,26,0.1431,3976.2,50,0.015
2021-04-01,-0.374051,-1.308024,0.184594,-2.347713,0.0,-0.061784,0.0,-0.56719,42.7296,25,0.1374,4004.08,50,0.015
2021-04-05,-0.283468,-1.133867,-0.055394,-2.286116,0.0,0.15935,0.0,-0.463309,43.4778,39,0.1448,4062.26,50,0.015
2021-04-06,0.001863,-1.098024,-0.266675,-2.242907,0.0,0.200306,0.0,-0.76315,44.0496,45,0.1453,4081.98,50,0.015
2021-04-07,-0.033889,-1.062356,-0.131034,-2.246267,1.268996,0.259744,0.0,-0.710432,45.7437,44,0.1429,4078.15,50,0.015
2021-04-08,-0.073037,-1.149119,0.099217,-2.219486,1.452529,0.182527,0.0,-0.578767,45.9055,43,0.139,4084.18,50,0.015
2021-04-09,0.00457,-1.088985,0.045797,-2.17863,1.419861,0.199514,0.0,-0.41888,46.2961,42,0.1421,4102.13,50,0.015
2021-04-12,0.040882,-1.025076,-0.006836,-2.109238,1.312981,0.159246,0.0,-0.031966,46.6016,39,0.144,4121.22,50,0.015
2021-04-13,-0.004626,-1.223397,0.062652,-2.130264,1.379656,0.175922,0.0,-0.032787,46.2115,38,0.1405,4132.4,50,0.015
2021-04-14,-0.011243,-1.239593,0.095033,-2.121217,1.679629,0.107814,0.0,-0.043432,46.4886,37,0.1377,4148.46,50,0.015
2021-04-15,0.045845,-1.334263,0.389684,-2.112541,1.683808,0.095151,0.0,-0.142101,46.6337,36,0.1358,4154.1,50,0.015
2021-04-16,0.030864,-1.211108,-0.095091,-2.089644,1.776205,0.247296,0.0,-0.181602,46.7323,35,0.1346,4178.85,50,0.015
2021-04-19,0.354788,-1.113286,0.209234,-1.980235,1.26552,0.285088,0.0,-0.456403,47.4329,32,0.1421,4166.47,50,0.015
2021-04-20,0.502161,-1.006308,0.685987,-1.844622,0.936473,0.091421,0.0,-0.474484,48.0026,31,0.1538,4150.18,50,0.015
2021-04-21,0.446882,-1.052516,0.671837,-1.827747,1.05144,0.326185,0.0,-0.315775,48.238,30,0.1503,4144.29,50,0.015
2021-04-22,0.376785,-1.219924,0.576914,-1.926975,1.387471,0.284936,0.0,-0.197243,47.9245,29,0.1417,4166.06,50,0.015
2021-04-23,0.66485,-1.270635,1.026726,-1.779114,1.300815,0.170523,0.0,-0.208044,48.901,28,0.1467,4155.97,50,0.015
2021-04-26,0.701083,-1.334599,0.910116,-1.850226,1.349809,0.34707,0.0,-0.505882,48.7502,25,0.1428,4193.54,50,0.015
2021-04-27,0.725363,-1.273741,1.083958,-1.790704,1.403779,0.433527,0.0,-0.505692,49.3123,27,0.144,4182.03,50,0.015
2021-04-28,0.6431,-1.28163,1.00593,-1.918893,0.0,0.57708,0.0,-0.270541,47.4127,26,0.1362,4195.23,50,0.015
2021-04-29,0.717787,-1.219742,0.831247,-1.858229,0.0,0.503127,0.0,0.09888,47.7852,25,0.1388,4204.08,50,0.015
2021-04-30,0.944757,-0.797273,0.269081,-1.598117,0.0,0.409595,0.0,0.215121,49.1026,42,0.1545,4189.33,50,0.015
2021-05-03,1.13038,-0.808543,0.102792,-1.599733,0.0,0.363114,0.0,-0.148081,49.1806,39,0.1512,4204.83,50,0.015
2021-05-04,1.113735,-0.45767,0.139425,-1.300826,0.0,0.248092,0.0,0.125449,50.3401,45,0.1694,4150.63,50,0.015
2021-05-05,0.989151,-0.654573,0.358173,-1.434945,0.0,0.558294,0.0,0.354129,50.0332,44,0.1623,4169.03,50,0.015
2021-05-06,1.024178,-0.545293,0.226311,-1.338333,0.0,0.380895,0.0,0.562109,50.3054,43,0.1667,4154.61,50,0.015
2021-05-07,0.375667,-0.624386,-0.338292,-1.573126,0.0,0.299636,0.0,1.254206,47.9868,42,0.1469,4232.9,50,0.015
2021-05-10,0.301868,-0.882666,-0.207736,-1.718771,0.0,0.418549,0.0,1.058331,47.1927,39,0.1419,4232.97,50,0.015
2021-05-11,0.389152,-0.417596,0.029077,-1.043903,0.0,0.337116,0.0,1.626759,49.7456,38,0.1737,4147.83,50,0.015
2021-05-12,0.647178,-0.2194,0.65606,-0.24506,-0.280853,0.141543,0.0,1.670393,51.9761,37,0.1926,4116.64,50,0.015
2021-05-13,0.58377,-0.083087,0.050561,-0.325736,-0.215162,0.058394,0.0,1.173437,51.232,36,0.1888,4114.98,50,0.015
2021-05-14,0.062258,-0.611815,0.382699,-1.409057,0.778833,0.172689,0.0,0.959535,48.7116,35,0.16,4156.83,50,0.015
2021-05-17,0.229353,-0.408425,0.41869,-1.122237,0.230718,0.385237,0.0,0.360934,49.2507,32,0.1706,4155.48,50,0.015
2021-05-18,0.105903,-0.488697,0.759973,-1.303354,0.621131,0.212309,0.0,0.292688,49.0443,31,0.163,4158.43,50,0.015
2021-05-19,0.472786,0.298849,-0.016866,0.26612,-0.585745,-0.08442,0.0,0.774716,51.7654,30,0.2077,4066.4,50,0.015
2021-05-20,-0.418018,-0.476431,0.305519,-1.133468,0.606468,0.112984,0.0,1.251403,48.0128,29,0.1691,4139.5,50,0.015
2021-05-21,-0.76643,-0.25841,0.013414,-1.448088,1.283863,0.027399,0.0,1.498369,47.7229,28,0.1531,4179.4,50,0.015
2021-05-24,-0.911042,-0.440484,-0.287133,-1.583548,1.709801,-0.027613,0.0,1.233023,46.8771,25,0.1431,4192.13,50,0.015
2021-05-25,-0.875896,-0.429094,-0.709458,-1.467932,1.392158,-0.007242,0.0,0.485327,46.0886,31,0.1455,4200.97,50,0.015
2021-05-26,-0.898448,-0.570123,-0.267564,-1.500601,1.289339,-0.242482,0.0,0.121457,45.5141,30,0.1448,4189.01,50,0.015
2021-05-27,-1.173563,-1.205445,0.0804,-1.752795,1.741087,0.094432,0.0,0.087425,44.3178,29,0.1314,4209.34,50,0.015
2021-05-28,-1.281954,-1.259613,-0.03267,-1.737124,2.005636,-0.069974,0.0,0.15529,44.0585,28,0.126,4210.8,50,0.015
2021-06-01,-1.030812,-0.461765,-0.554777,-1.590839,0.774965,-0.190108,0.0,0.138332,44.4784,45,0.1391,4210.26,50,0.015
2021-06-02,-0.947615,-0.518914,-0.928598,-1.636771,1.417735,-0.098508,0.0,-0.061958,44.9669,44,0.1364,4210.2,50,0.015
2021-06-03,-0.873173,-0.608518,-0.547712,-1.491404,1.195203,0.09017,0.0,-0.144041,45.3771,43,0.142,4185.06,50,0.015
2021-06-04,-1.116939,-0.774017,-0.773172,-1.66983,1.740742,0.005512,0.0,-0.073512,44.594,42,0.1307,4219.71,50,0.015
2021-06-07,-0.828672,-0.908244,-0.211415,-1.626,1.486442,-0.007496,0.0,-0.316728,45.1216,39,0.1325,4221.68,50,0.015
2021-06-08,-0.903374,-0.85858,-0.578158,-1.641,1.696993,0.042448,0.0,-0.332178,45.0131,38,0.1295,4225.72,50,0.015
2021-06-09,-0.455763,-0.694592,-0.555707,-1.568309,2.081094,-0.037516,0.0,-0.913505,46.6774,37,0.1332,4229.32,50,0.015
2021-06-10,-0.547982,-0.760904,-0.300939,-1.627866,2.480114,-0.426352,0.0,-1.145468,46.4027,36,0.1247,4241.71,50,0.015
2021-06-11,-0.840715,-1.234082,-0.613679,-1.64263,3.094908,0.021076,0.0,-0.83803,45.7911,35,0.1144,4242.97,50,0.015
2021-06-14,-0.561433,-0.975373,-0.541499,-1.614297,2.095537,-0.634307,0.0,-0.681557,45.3306,32,0.1237,4238.35,50,0.015
2021-06-15,-0.588519,-0.764746,-0.710408,-1.600228,2.420876,-0.99889,0.0,-0.159718,45.8568,31,0.1225,4246.71,50,0.015
2021-06-16,-0.642807,-0.914426,-0.215467,-1.586355,2.539477,-0.525724,0.0,-0.064676,46.5015,30,0.1201,4245.94,50,0.015
2021-06-17,0.203242,-0.633435,-0.398941,-1.500253,1.97401,-0.682472,0.0,-0.881635,47.9172,29,0.1284,4215.8,50,0.015
2021-06-18,0.952549,-0.376101,-0.692845,-1.024783,1.000629,-0.262205,0.0,-1.722675,49.6149,28,0.146,4186.52,50,0.015
2021-06-21,0.96281,-0.387884,0.296669,-1.307639,1.560727,-0.182307,0.0,-2.161402,50.517,25,0.1388,4200.86,50,0.015
2021-06-22,0.631652,-1.166805,0.978157,-1.486265,2.341732,-0.485301,0.0,-1.744724,49.2511,27,0.1258,4225.06,50,0.015
2021-06-23,0.24613,-1.344531,0.255663,-1.546562,3.069691,0.517914,0.0,-0.489691,49.7676,26,0.1118,4254.47,50,0.015
2021-06-24,0.160684,-1.741991,0.411093,-1.53352,3.234148,0.514917,0.0,0.128072,49.4063,25,0.107,4265.27,50,0.015
2021-06-25,0.339222,-0.802788,-0.074374,-1.491928,2.01936,0.099284,0.0,0.257799,49.5965,33,0.1144,4277.57,50,0.015
2021-06-28,0.284994,-0.928028,0.012468,-1.479548,2.260857,0.107332,0.0,0.123803,49.5293,30,0.1121,4281.41,50,0.015
2021-06-29,0.197954,-0.908706,-0.144076,-1.481905,2.483653,-0.223079,0.0,0.046961,49.1201,29,0.1089,4296.83,50,0.015
2021-06-30,0.335564,-0.73382,-0.477789,-1.397327,0.0,-0.312716,0.0,0.104394,46.6325,28,0.1158,4293.55,50,0.015
2021-07-01,0.25006,-0.919535,-0.332438,-1.458671,0.0,-0.099682,0.0,0.014869,46.2399,27,0.1074,4310.73,50,0.015
2021-07-02,0.152766,-1.419321,-0.026975,-1.461413,0.0,-0.87599,0.0,-0.163357,44.3719,26,0.0991,4331.44,50,0.015
2021-07-06,0.704395,-0.672655,-0.447352,-1.261711,0.0,1.059703,0.0,-0.238284,49.1058,45,0.1248,4340.63,50,0.015
2021-07-07,0.694503,-0.503653,-0.248597,-1.266339,1.860536,0.327741,0.0,-0.18248,51.0997,44,0.1247,4350.76,50,0.015
2021-07-08,0.841696,0.188435,-0.448456,-0.663584,0.701815,0.483431,0.0,0.436309,52.6707,43,0.1482,4300.87,50,0.015
2021-07-09,0.156356,-0.378866,-0.161616,-1.17922,1.533607,0.920753,0.0,1.018049,51.0051,42,0.1266,4351.94,50,0.015
2021-07-12,0.099851,-0.496556,-0.029585,-1.199137,1.703216,1.278414,0.0,1.169116,51.341,39,0.1254,4375.07,50,0.015
2021-07-13,0.030891,-0.612564,-0.458861,-1.262616,1.81959,1.295982,0.0,0.940249,50.5407,38,0.1219,4383.58,50,0.015
2021-07-14,0.050539,-0.703582,0.100685,-1.22414,1.804846,0.915334,0.0,0.366053,50.2277,37,0.1231,4384.79,50,0.015
2021-07-15,0.161946,-0.764068,0.340128,-1.055295,1.545383,0.833425,0.0,0.151859,50.3297,36,0.1303,4367.96,50,0.015
2021-07-16,0.249684,-0.683716,0.307757,-1.048129,1.568704,0.879314,0.0,0.039152,50.7121,35,0.1298,4354.92,50,0.015
2021-07-19,0.597022,0.831936,0.076324,0.58708,-0.54586,-0.020479,0.0,1.026613,53.9359,32,0.184,4250.13,50,0.015
2021-07-20,-0.048803,0.287635,0.8666,-0.393441,0.284082,0.39015,0.0,1.623271,52.0991,31,0.1594,4293.85,50,0.015
2021-07-21,-0.598953,-0.055749,0.156799,-0.801976,0.929101,1.040926,0.0,1.828034,50.3835,30,0.1403,4348.53,50,0.015
2021-07-22,-0.777283,-0.236226,0.305955,-1.003764,1.460844,1.146557,0.0,1.460493,49.9533,29,0.1307,4360.98,50,0.015
2021-07-23,-0.942111,-0.714151,0.384198,-1.160506,1.955196,1.500115,0.0,0.380321,48.8195,28,0.1243,4386.72,50,0.015
2021-07-26,-0.790985,-0.227686,-0.711163,-0.928249,1.582538,1.729427,0.0,0.214181,49.3414,25,0.1315,4408.15,50,0.015
2021-07-27,-0.6444,0.017641,-0.400749,-0.741269,1.204803,0.883663,0.0,0.112914,49.3777,27,0.1391,4395.03,50,0.015
2021-07-28,-0.686947,0.030348,0.031715,-0.810367,0.0,1.303633,0.0,0.14514,48.5294,26,0.1369,4395.33,50,0.015
2021-07-29,-1.018779,-0.799364,0.0391,-1.182741,0.0,1.565333,0.0,0.121055,45.7374,25,0.1222,4417.14,50,0.015
2021-07-30,-0.764219,-0.189107,0.058429,-0.840794,0.0,1.15172,0.0,0.100971,47.699,32,0.1335,4410.96,50,0.015
2021-08-02,-0.712389,0.085571,-0.112299,-0.803956,0.0,1.212544,0.0,0.059783,48.3368,29,0.135,4416.14,50,0.015
2021-08-03,-0.345971,0.787975,-0.304788,-0.169082,0.0,1.380053,0.0,0.176682,51.682,45,0.1565,4375.61,50,0.015
2021-08-04,-0.739687,0.288566,-0.170908,-0.563547,0.0,2.275499,0.0,0.305576,50.1742,44,0.1419,4413.15,50,0.015
2021-08-05,-0.668077,0.036399,-0.262496,-0.681127,0.0,2.207655,0.0,0.148017,49.4526,43,0.1378,4419.48,50,0.015
2021-08-06,-0.65163,-0.069109,-0.360402,-0.829576,0.0,1.591727,0.0,-0.156657,48.2134,42,0.1328,4432.82,50,0.015
2021-08-09,-0.591499,-0.049428,-0.180855,-0.760816,0.0,2.046512,0.0,-0.431587,48.9672,39,0.1347,4426.4,50,0.015
2021-08-10,-0.779213,-0.246335,-0.547574,-0.956091,0.0,1.758357,0.0,-0.414575,47.2382,38,0.1269,4443.89,50,0.015
2021-08-11,-0.77698,-0.440029,-0.293095,-0.933072,1.981208,2.29724,0.0,-0.125969,50.1551,37,0.127,4446.84,50,0.015
2021-08-12,-0.833807,-0.168249,-0.267585,-1.081186,2.055554,1.55048,0.0,0.016101,49.7683,36,0.1236,4440.13,50,0.015
2021-08-13,-0.95586,-0.394528,-0.557951,-1.150917,2.46608,1.739185,0.0,0.019215,49.3566,35,0.118,4462.6,50,0.015
2021-08-16,0.165871,0.106952,-0.858132,-0.939404,2.035923,1.18423,0.0,-1.151274,51.5847,32,0.1256,4448.0,50,0.015
2021-08-17,0.320324,-0.069902,-0.670707,-0.853974,1.894671,1.787945,0.0,-1.862608,51.9737,31,0.127,4455.18,50,0.015
2021-08-18,0.630413,0.482459,-0.848669,-0.784558,1.724278,0.870307,0.0,-2.201103,52.5241,30,0.1297,4451.46,50,0.015
2021-08-19,0.97986,1.196262,-0.501316,0.115016,0.302208,0.147302,0.0,-1.388251,54.4295,29,0.1594,4400.51,50,0.015
2021-08-20,0.615534,1.288615,-1.327345,-0.178395,1.179414,0.279975,0.0,0.017569,54.4907,28,0.1436,4427.74,50,0.015
2021-08-23,-0.072827,0.000585,-1.232826,-1.10394,2.550293,0.961728,0.0,0.505457,51.4517,25,0.1198,4475.65,50,0.015
2021-08-24,-0.145266,-0.108213,-1.148826,-1.126795,2.889163,1.211238,0.0,0.689605,51.8342,27,0.1158,4488.58,50,0.015
2021-08-25,-0.238976,-0.282712,-0.913791,-1.180908,3.186526,1.484102,0.0,0.303475,51.7944,26,0.1117,4491.21,50,0.015
2021-08-26,-0.163974,0.220133,-0.979564,-1.124099,2.863649,0.77039,0.0,0.171297,51.8529,25,0.114,4492.08,50,0.015
2021-08-27,-0.113011,0.071464,-1.350319,-1.036352,2.021787,0.549962,0.0,-0.027285,50.1881,31,0.1161,4499.79,50,0.015
2021-08-30,-0.239005,-0.202737,-1.156413,-1.154123,2.558387,0.508695,0.0,0.018916,49.9289,28,0.1117,4521.09,50,0.015
2021-08-31,0.389856,0.276239,-1.187844,-0.59412,0.498089,0.692645,0.0,-0.208473,50.8718,45,0.1301,4525.58,50,0.015
2021-09-01,0.421878,0.197976,-1.200454,-0.69894,0.883053,0.479742,0.0,-0.435274,50.7636,44,0.1269,4529.65,50,0.015
2021-09-02,0.346259,-0.083505,-1.19164,-0.866428,0.882042,0.263636,0.0,-0.520752,49.5074,43,0.1235,4536.73,50,0.015
2021-09-03,0.32283,0.254681,-1.122488,-0.891021,1.070517,0.025753,0.0,-0.430494,50.177,42,0.1224,4534.1,50,0.015
2021-09-07,0.542271,0.846275,-1.434656,-0.363705,0.509212,-0.054735,0.0,-0.048759,51.8869,38,0.1341,4515.29,50,0.015
2021-09-08,0.534584,0.841937,-1.548045,-0.391054,1.251711,0.282779,0.0,0.081588,53.0209,37,0.1329,4519.52,50,0.015
2021-09-09,0.401679,0.348381,-0.920053,-0.576474,1.635923,-0.20332,0.0,0.070789,51.8954,36,0.1271,4528.12,50,0.015
2021-09-10,0.483334,0.429168,-0.88064,-0.239152,1.110608,-0.082401,0.0,0.19406,52.3508,35,0.1361,4495.22,50,0.015
2021-09-13,0.805102,1.426081,-1.543981,0.382433,0.233464,-0.608447,0.0,0.306095,54.0281,32,0.1532,4462.72,50,0.015
2021-09-14,0.660393,1.009678,-0.810138,0.273656,0.680373,-1.178832,0.0,0.342881,53.2418,31,0.1459,4458.53,50,0.015
2021-09-15,0.726868,0.770249,-0.665313,0.355538,0.417066,-1.197162,0.0,0.261215,52.7926,30,0.1492,4446.26,50,0.015
2021-09-16,0.641204,0.484701,-0.516482,0.277486,0.695978,-0.770352,0.0,0.077671,52.6791,29,0.1456,4453.85,50,0.015
2021-09-17,1.02121,0.660312,-0.207963,0.392623,0.523516,-0.098661,0.0,-0.332839,54.6594,28,0.1499,4445.11,50,0.015
2021-09-20,1.648317,2.113269,0.022722,1.896277,-1.091307,-0.874921,0.0,0.157564,59.1042,25,0.2003,4367.09,50,0.015
2021-09-21,1.65273,1.032678,1.241305,1.614978,-0.757598,-1.083548,0.0,0.162832,57.7014,27,0.1895,4368.68,50,0.015
2021-09-22,1.27031,-0.025355,1.459595,0.99296,-0.473488,-0.911305,0.0,0.203777,54.4046,26,0.1734,4387.07,50,0.015
2021-09-23,0.159717,-0.908707,1.453962,-0.004662,0.871235,-0.486556,0.0,0.691907,50.6429,25,0.1411,4448.8,50,0.015
2021-09-24,0.163564,-0.266501,0.570896,0.000824,0.774328,-0.103514,0.0,0.418568,51.3688,26,0.1408,4447.92,50,0.015
2021-09-27,0.342267,0.18595,0.348166,0.410302,-0.199897,-0.186281,0.0,0.71274,52.0518,39,0.1478,4450.33,50,0.015
2021-09-28,0.767916,0.805187,0.66626,1.257207,-0.772878,-1.094087,0.0,0.870384,54.3626,29,0.179,4377.92,50,0.015
2021-09-29,0.81785,0.605775,0.950603,1.373439,0.0,-1.037326,0.0,0.624525,55.3518,28,0.181,4375.87,50,0.015
2021-09-30,0.856385,-0.216908,2.356144,1.406944,0.0,-0.880058,0.0,0.653868,55.1494,27,0.1825,4364.39,50,0.015
2021-10-01,0.909293,-1.177386,3.646687,1.828636,0.0,-1.216587,0.0,0.613637,54.669,26,0.1901,4311.71,50,0.015
2021-10-04,0.858645,-0.399192,2.091408,1.872895,0.0,-0.535405,0.0,0.382075,55.4863,32,0.1915,4334.94,50,0.015
2021-10-05,0.566289,-0.013028,1.500037,1.33479,0.0,-0.292371,0.0,0.478484,54.5388,45,0.18,4344.01,50,0.015
2021-10-06,0.885828,0.001107,0.96721,1.987877,0.0,0.16913,0.0,0.468978,56.376,44,0.1952,4309.69,50,0.015
2021-10-07,-0.812693,-0.010874,0.966122,0.707519,0.0,0.039967,0.0,1.546561,50.5939,43,0.1611,4426.32,50,0.015
2021-10-08,-0.912506,-0.699201,1.203208,0.616495,0.0,0.512873,0.0,2.021313,49.7312,42,0.1557,4407.21,50,0.015
2021-10-11,-0.580015,-1.268193,1.320935,0.918178,0.0,4.0,0.0,1.887375,53.3913,39,0.1682,4411.2,50,0.015
2021-10-12,-0.677918,-0.866142,1.764335,0.978828,0.0,0.362507,0.0,1.334307,50.4823,38,0.1689,4359.53,50,0.015
2021-10-13,-0.665231,-0.964928,1.937664,1.054697,0.0,0.524098,0.0,0.211875,50.1693,37,0.1705,4332.33,50,0.015
2021-10-14,-1.714198,-1.233886,1.213367,0.198948,0.0,0.227679,0.0,0.858599,45.1728,36,0.1431,4420.0,50,0.015
2021-10-15,-2.209664,-1.252298,0.341327,-0.626523,0.0,1.296591,0.0,1.260987,43.2316,35,0.1266,4468.66,50,0.015
2021-10-18,-1.710464,-0.892365,0.936425,-0.236228,0.0,1.25588,0.0,0.723016,45.9513,32,0.1346,4470.55,50,0.015
2021-10-19,-1.941015,-1.151023,0.150025,-0.616259,0.0,1.079349,0.0,0.259544,43.2502,31,0.1265,4508.63,50,0.015
2021-10-20,-1.996849,-1.46551,0.064096,-0.796836,0.0,1.496195,0.0,-0.33331,42.2624,30,0.1235,4533.72,50,0.015
2021-10-21,-1.844517,-1.164186,-0.180279,-0.808354,0.0,0.526152,0.0,-0.475579,41.9919,29,0.1228,4534.78,50,0.015
2021-10-22,-1.936135,-1.517383,-0.070281,-0.906088,0.0,1.331092,0.0,-0.18187,41.9497,28,0.1182,4551.96,50,0.015
2021-10-25,-1.776888,-1.501325,0.576326,-0.657875,0.0,0.865355,0.0,-0.248276,42.7706,25,0.1245,4548.5,50,0.015
2021-10-26,-1.597656,-1.884147,0.412132,-0.842958,0.0,1.726651,0.0,-0.521107,42.7689,27,0.1208,4593.56,50,0.015
2021-10-27,-1.520212,-1.228831,-0.160832,-0.55718,0.0,1.825549,0.0,-0.459824,44.373,26,0.1249,4577.43,50,0.015
2021-10-28,-1.407307,-1.065689,0.078515,-0.30548,0.0,1.080061,0.0,-0.479146,44.7954,25,0.1287,4578.18,50,0.015
2021-10-29,-1.127594,-0.672068,-0.021332,-0.157383,0.0,1.238033,0.0,-0.646163,46.4987,32,0.1309,4584.58,50,0.015
