datetime,signal_vrp_z,signal_skew_z,signal_concavity_z,signal_iv_rank_z,signal_term_slope_z,signal_pc_iv_z,signal_volume_imb_z,signal_rv_trend_z,composite_score,dte,entry_iv,spx_close,tp_pct,kelly_fraction
2019-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,27,0.1313,2832.25,50,0.015
2019-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,28,0.1559,2786.06,50,0.015
2019-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,27,0.1316,2824.56,50,0.015
2019-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,26,0.1307,2819.58,50,0.015
2019-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,25,0.1256,2816.82,50,0.015
2019-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,26,0.1193,2829.17,50,0.015
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,25,0.117,2854.57,50,0.015
2019-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,45,0.1222,2866.14,50,0.015
2019-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,44,0.1198,2874.83,50,0.015
2019-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,43,0.1205,2878.66,50,0.015
2019-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,42,0.1161,2891.21,50,0.015
2019-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,39,0.1174,2884.94,50,0.015
2019-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,38,0.118,2880.09,50,0.015
2019-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,37,0.1185,2880.51,50,0.015
2019-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36,0.1118,2890.41,50,0.015
2019-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,35,0.1047,2905.27,50,0.015
2019-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,32,0.1085,2902.77,50,0.015
2019-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,31,0.1009,2912.97,50,0.015
2019-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,30,0.1088,2903.03,50,0.015
2019-04-18,-0.259352,-0.470839,-0.25976,-4.0,1.693207,1.130029,0.0,-0.240523,45.2437,29,0.1056,2897.79,50,0.015
2019-04-22,0.093953,-0.344009,-0.020843,-4.0,0.91607,0.624058,0.0,-0.159029,45.174,25,0.1099,2901.83,50,0.015
2019-04-23,1.448549,-1.046847,0.384075,-4.0,1.740951,1.168794,0.0,-1.841209,48.1723,27,0.1009,2919.03,50,0.015
2019-04-24,2.666464,-0.604915,-0.394482,-4.0,1.12871,1.171529,0.0,-3.422154,49.9556,26,0.1025,2932.38,50,0.015
2019-04-25,3.279688,0.379998,-1.156763,-1.696463,-0.219661,1.540344,0.0,-3.268825,55.1314,25,0.1178,2915.74,50,0.015
2019-04-26,2.482187,0.218305,-1.265148,-3.251631,0.597024,1.151388,0.0,-2.11514,51.5628,26,0.1093,2920.68,50,0.015
2019-04-29,2.051862,0.319295,-0.912658,-3.256629,0.397871,0.77011,0.0,0.040583,51.421,25,0.1073,2941.82,50,0.015
2019-04-30,2.302488,0.339763,-0.75342,-2.907169,1.039936,1.953298,0.0,0.542147,54.9446,28,0.1077,2935.76,50,0.015
2019-05-01,2.115649,0.510395,-2.061086,-2.840387,1.308466,1.453102,0.0,0.16167,53.5046,27,0.107,2950.36,50,0.015
2019-05-02,2.066602,0.564025,-0.604545,-1.40171,0.504101,1.720019,0.0,0.530791,56.2987,26,0.1137,2931.36,50,0.015
2019-05-03,1.633132,-0.246157,0.37457,-2.361245,1.180975,1.012903,0.0,0.69971,53.1282,25,0.1079,2931.99,50,0.015
2019-05-06,3.370442,2.280629,-1.825374,1.880595,-2.329155,0.409924,0.0,1.140049,62.5329,25,0.1402,2914.35,50,0.015
2019-05-07,4.0,3.355732,-1.342047,3.282959,-2.765002,0.41207,0.0,1.303301,68.308,45,0.1608,2892.84,50,0.015
2019-05-08,3.835242,3.022791,-0.47755,3.138478,-2.574057,-0.048578,0.0,1.082309,67.3631,44,0.1655,2885.34,50,0.015
2019-05-09,3.966523,3.602916,-0.660676,3.249028,-3.274395,-0.642127,0.0,1.920697,67.8561,43,0.1911,2845.46,50,0.015
2019-05-10,2.624851,0.945875,1.757609,2.665264,-2.334654,-0.406145,0.0,1.920501,61.6104,42,0.1682,2848.45,50,0.015
2019-05-13,2.990377,1.828399,0.847918,2.815714,-2.577333,-0.899305,0.0,1.744812,62.9149,39,0.1835,2818.45,50,0.015
2019-05-14,2.017884,0.758155,1.567625,2.276639,-1.989795,-0.545682,0.0,1.47744,59.0354,38,0.1663,2830.8,50,0.015
2019-05-15,1.847588,2.198178,-2.703924,2.00961,-1.621638,-0.837379,0.0,0.599034,57.3828,37,0.1626,2835.9,50,0.015
2019-05-16,0.306231,0.119765,1.510307,0.797775,-0.687136,-0.199184,0.0,1.378862,53.0757,36,0.1398,2876.63,50,0.015
2019-05-17,0.428104,-0.250663,2.094761,1.113384,-0.934458,-0.529287,0.0,1.620978,53.0747,35,0.1451,2857.63,50,0.015
2019-05-20,0.735758,-0.184024,2.299613,1.473559,-1.32801,-0.903973,0.0,1.568056,53.8078,32,0.1534,2844.86,50,0.015
2019-05-21,0.282988,-0.566231,2.342536,0.756764,-0.679877,-0.804989,0.0,1.110328,51.5185,31,0.1409,2856.6,50,0.015
2019-05-22,0.202179,-0.730875,1.96256,0.480434,-0.50552,-0.457525,0.0,0.050331,50.2954,30,0.137,2857.37,50,0.015
2019-05-23,0.857305,-0.395015,1.250436,1.882273,-1.579525,-0.824135,0.0,0.305763,52.6103,29,0.1612,2818.53,50,0.015
2019-05-24,0.152013,-0.751878,1.785866,1.112237,-0.650752,-0.602085,0.0,0.645889,50.9133,28,0.1459,2832.74,50,0.015
2019-05-28,0.401666,-0.991851,1.785393,1.113461,-0.685925,-0.744463,0.0,0.578711,50.8408,27,0.1477,2834.32,50,0.015
2019-05-29,0.605226,-1.550031,2.534957,1.990175,-1.225886,-1.035386,0.0,1.064789,51.4522,26,0.1656,2785.65,50,0.015
2019-05-30,0.256911,-1.775547,2.368924,1.462425,-0.520705,-0.534548,0.0,0.84782,50.4445,25,0.1561,2795.27,50,0.015
2019-05-31,0.964604,-1.652414,2.14539,2.233162,-1.592872,-1.40386,0.0,1.21478,51.4648,26,0.1802,2753.93,50,0.015
2019-06-03,0.964504,-1.048102,1.489761,2.11375,-1.840335,-1.275582,0.0,1.24641,51.8167,25,0.1799,2747.97,50,0.015
2019-06-04,0.141327,-0.686273,1.591263,1.611716,-0.998538,-0.789292,0.0,0.807898,51.0878,45,0.1653,2769.05,50,0.015
2019-06-05,-0.692913,-0.717954,1.6656,1.249116,-0.809348,-0.767289,0.0,1.521042,49.06,44,0.1577,2811.29,50,0.015
2019-06-06,-1.116251,-0.842036,1.391455,0.812475,-0.510343,-0.691617,0.0,1.597371,47.3518,43,0.1496,2827.99,50,0.015
2019-06-07,-1.408881,-0.41704,0.958308,0.298704,-0.374126,-0.590841,0.0,1.548341,46.5928,42,0.1428,2867.12,50,0.015
2019-06-10,-1.508681,-0.218834,0.536795,0.363053,-0.723403,-0.874465,0.0,1.119967,45.5821,39,0.1437,2895.8,50,0.015
2019-06-11,-1.325648,-0.339439,0.830112,0.23873,-0.555538,-1.137268,0.0,0.125552,45.288,38,0.1415,2899.05,50,0.015
2019-06-12,-1.150588,-0.346966,0.958709,0.67578,-0.57841,-1.130962,0.0,-0.083228,46.3436,37,0.1471,2881.99,50,0.015
2019-06-13,-1.24818,-0.496249,1.03772,0.362152,-0.507766,-1.267173,0.0,-0.170775,45.2986,36,0.1444,2887.52,50,0.015
2019-06-14,-0.881466,-0.199191,1.104103,0.469847,-0.418031,-1.443132,0.0,-0.693149,46.6947,35,0.1445,2883.72,50,0.015
2019-06-17,-0.977498,-0.465039,1.25353,-0.019026,-0.242218,-1.357714,0.0,-0.747227,45.5785,32,0.14,2892.81,50,0.015
2019-06-18,-1.248789,-0.548436,0.788715,-0.270624,-0.093724,-1.630367,0.0,-0.740553,43.8931,31,0.1359,2922.98,50,0.015
2019-06-19,-1.17855,-0.074691,0.910665,-0.155255,0.036165,-1.488201,0.0,-0.425082,45.7425,30,0.1371,2919.97,50,0.015
2019-06-20,-1.889108,-0.95204,0.547492,-0.80769,0.730476,-1.148731,0.0,0.374248,42.5146,29,0.1239,2953.5,50,0.015
2019-06-21,-1.315081,-0.451462,0.106457,-0.728549,0.843295,-1.433855,0.0,-0.096906,44.3314,28,0.1261,2949.76,50,0.015
2019-06-24,-1.071601,-0.613619,0.242796,-0.429819,0.335022,-1.7514,0.0,-0.590307,43.9987,25,0.1314,2953.97,50,0.015
2019-06-25,-1.026853,-0.551477,0.456831,-0.226452,0.290052,-1.504107,0.0,-0.56328,44.918,27,0.135,2937.26,50,0.015
2019-06-26,-0.206008,-0.041462,-0.007445,0.060716,0.115642,-1.569999,0.0,-1.371305,47.3703,26,0.1389,2920.96,50,0.015
2019-06-27,-0.148733,-0.344764,0.721947,0.21149,-0.28228,-1.276707,0.0,-1.175781,47.6301,25,0.1403,2924.46,50,0.015
2019-06-28,0.483617,0.040282,0.0461,-0.075715,-0.141037,-1.223799,0.0,-2.279062,48.6803,26,0.1375,2931.89,50,0.015
2019-07-01,-0.454022,-0.305457,-0.34969,-1.441016,1.067793,-1.598352,0.0,-2.222862,44.3843,25,0.1181,2970.26,50,0.015
2019-07-02,-0.329711,-0.185044,0.272373,-1.047208,-0.191287,1.266505,0.0,-1.09599,47.9417,45,0.1222,2963.88,50,0.015
2019-07-03,-0.176036,-0.26386,0.361915,-1.559414,0.267426,1.14776,0.0,-1.032952,47.9348,44,0.1171,2981.18,50,0.015
2019-07-05,-0.086908,0.167172,-0.123645,-1.169618,0.132187,0.748989,0.0,-0.313917,49.0144,42,0.1199,2976.15,50,0.015
2019-07-08,0.330914,0.226671,-0.360384,-1.086961,0.01052,0.469936,0.0,-1.043671,49.3226,39,0.1208,2979.43,50,0.015
2019-07-09,0.553428,0.669143,-0.589146,-0.761681,0.110829,0.403534,0.0,-1.297209,50.9959,38,0.1228,2969.37,50,0.015
2019-07-10,-0.010455,-0.052212,-0.266262,-1.706869,1.150134,0.080217,0.0,-0.644277,48.2344,37,0.114,2997.46,50,0.015
2019-07-11,0.105253,-0.224468,-0.214653,-1.806133,1.304011,0.670546,0.0,-0.520057,48.9086,36,0.1126,2997.14,50,0.015
2019-07-12,-0.050378,-0.152198,-0.007796,-2.016242,1.640533,0.507087,0.0,-0.022851,49.0034,35,0.1089,3004.44,50,0.015
2019-07-15,-0.000603,-0.284517,-0.222352,-1.940105,1.759696,0.254698,0.0,-0.012644,48.7014,32,0.1092,3011.48,50,0.015
2019-07-16,-0.241174,0.014439,-0.78879,-2.246899,2.466437,0.612938,0.0,-0.174152,48.9101,31,0.1037,3011.86,50,0.015
2019-07-17,0.134381,0.385467,-1.018858,-1.751639,1.68328,0.87601,0.0,-0.104739,50.5079,30,0.1095,2998.45,50,0.015
2019-07-18,0.411525,0.859509,-0.971703,-1.002079,1.103713,0.924961,0.0,-0.027856,52.7028,29,0.1185,2984.03,50,0.015
2019-07-19,0.505137,-0.016189,-0.383661,-1.436247,1.421637,0.744352,0.0,-0.342264,51.0483,28,0.1132,2999.28,50,0.015
2019-07-22,0.712782,0.316545,-0.413409,-0.714124,0.688836,0.382329,0.0,-0.327917,52.0581,25,0.1208,2983.41,50,0.015
2019-07-23,0.390261,-0.529883,-0.076194,-1.393784,1.212164,0.907793,0.0,-0.137197,50.058,27,0.1135,2989.78,50,0.015
2019-07-24,0.073422,-0.84114,0.328264,-2.083782,2.095301,0.974183,0.0,-0.152559,49.0505,26,0.1045,3006.84,50,0.015
2019-07-25,0.399035,-0.741363,-0.5517,-1.803006,1.82439,1.894965,0.0,-0.07639,50.415,25,0.108,3008.84,50,0.015
2019-07-26,0.260069,-1.272137,0.72269,-1.945503,1.781849,1.998341,0.0,-0.342589,49.7311,26,0.105,3017.77,50,0.015
2019-07-29,0.582505,-0.422084,-0.080308,-1.250175,0.932623,0.637832,0.0,-0.275908,50.2916,25,0.1128,3015.5,50,0.015
2019-07-30,1.215474,0.062852,-0.521034,-1.047921,0.835446,1.095813,0.0,-0.796179,52.8759,27,0.1146,3008.94,50,0.015
2019-07-31,1.44694,0.094241,-0.643365,-0.624656,0.856728,1.351158,0.0,-0.979182,54.2438,26,0.1194,3014.21,50,0.015
2019-08-01,1.47127,0.739293,-0.51494,-0.146839,0.797316,1.045285,0.0,-0.860243,56.0965,25,0.123,2993.87,50,0.015
2019-08-02,1.951437,2.6746,-1.009351,2.096507,-2.053563,-0.233964,0.0,1.898455,60.8161,26,0.1743,2926.29,50,0.015
2019-08-05,2.492736,2.379718,0.230141,2.247059,-3.052576,-0.904112,0.0,4.0,61.9788,25,0.2042,2873.58,50,0.015
2019-08-06,2.029235,2.099253,0.837395,2.167867,-1.924907,-0.04239,0.0,4.0,62.841,45,0.1952,2858.14,50,0.015
2019-08-07,2.485343,2.633412,1.10438,2.124461,-2.035667,-0.116891,0.0,2.944578,64.463,44,0.1995,2848.98,50,0.015
2019-08-08,0.013475,1.791204,1.281892,1.726783,-1.080413,0.457658,0.0,1.634957,57.2104,43,0.1671,2908.69,50,0.015
2019-08-09,-0.133246,2.675468,0.327276,1.529474,-1.077834,0.240273,0.0,1.50451,57.273,42,0.1645,2922.01,50,0.015
2019-08-12,0.34695,2.284524,0.963161,1.834259,-1.462018,-0.609287,0.0,1.729531,57.4594,39,0.1775,2898.01,50,0.015
2019-08-13,-0.248027,2.122474,1.200319,1.665519,-1.111801,-0.495232,0.0,1.727823,56.1179,38,0.1687,2925.96,50,0.015
2019-08-14,0.324319,1.382387,1.77013,1.928136,-1.827411,-0.878967,0.0,1.038118,55.3311,37,0.1931,2874.85,50,0.015
2019-08-15,0.721426,1.014923,1.640523,1.953192,-1.911874,-0.898216,0.0,1.244161,55.5052,36,0.2036,2853.55,50,0.015
2019-08-16,-0.281128,0.402978,2.312465,1.758026,-1.028481,-1.061764,0.0,1.102723,52.8456,35,0.1804,2872.14,50,0.015
2019-08-19,-1.574895,0.494724,1.876717,1.170435,-0.205587,-1.024622,0.0,1.10468,49.5903,32,0.1599,2915.81,50,0.015
2019-08-20,-1.592151,0.080928,2.646249,1.112832,-0.314167,-0.534609,0.0,0.809224,49.4607,31,0.1586,2911.58,50,0.015
2019-08-21,-1.962525,-0.407566,2.347375,0.765692,0.175083,-0.391637,0.0,0.68711,47.467,30,0.1482,2922.39,50,0.015
2019-08-22,-1.877689,-0.14236,2.191396,0.82193,-0.042175,-0.401848,0.0,0.377692,47.7435,29,0.1498,2928.27,50,0.015
2019-08-23,-1.505892,-0.160773,2.277207,1.06025,-0.458573,-0.754158,0.0,-0.134711,47.9541,28,0.1579,2914.64,50,0.015
2019-08-26,-0.26917,0.389423,1.959324,1.812605,-1.725959,-1.055727,0.0,0.394254,51.4625,25,0.1986,2860.4,50,0.015
2019-08-27,-1.4902,0.07435,2.267853,1.454585,-0.825359,-0.843877,0.0,0.946487,49.0583,27,0.1739,2889.36,50,0.015
2019-08-28,-0.91469,0.264798,2.381855,1.671122,-1.123672,-1.025261,0.0,1.069138,50.8159,26,0.1878,2871.84,50,0.015
2019-08-29,-2.406781,0.665551,1.785435,1.050037,0.017193,-0.924627,0.0,1.299073,48.0631,25,0.1603,2916.9,50,0.015
2019-08-30,-1.928982,1.313971,1.071345,0.798832,0.018988,-0.859093,0.0,0.133205,49.0911,26,0.1552,2935.23,50,0.015
2019-09-03,-0.514324,2.239383,0.916172,1.619055,-1.325206,-0.501482,0.0,-0.734664,53.8954,45,0.1859,2893.04,50,0.015
2019-09-04,-1.249019,2.150309,0.773333,1.307873,-0.772317,-0.320108,0.0,-0.981614,52.0209,44,0.1691,2922.44,50,0.015
2019-09-05,-2.657827,1.636839,0.145301,0.230913,0.104951,-0.125243,0.0,-0.487605,46.8486,43,0.144,2980.75,50,0.015
2019-09-06,-2.325819,1.859602,0.081155,-0.099098,0.318913,-0.140104,0.0,0.026919,48.077,42,0.1379,2978.81,50,0.015
2019-09-09,-2.506983,1.723547,-0.103648,-0.352548,0.63411,-0.969354,0.0,-0.133752,46.2926,39,0.1315,2983.33,50,0.015
2019-09-10,-2.078102,1.794222,0.231314,0.143076,0.152719,-0.71624,0.0,-0.502379,48.0087,38,0.1415,2958.74,50,0.015
2019-09-11,-2.466116,1.207094,0.223429,-0.446667,1.284065,-0.473111,0.0,-0.724712,46.4631,37,0.13,2986.65,50,0.015
2019-09-12,-2.176659,1.179915,-0.801424,-0.622404,1.803225,-0.342248,0.0,-0.708121,46.811,36,0.1236,3012.03,50,0.015
2019-09-13,-2.211566,1.098787,-0.71141,-1.152236,2.130356,-1.260847,0.0,-1.173332,45.0801,35,0.118,3009.15,50,0.015
2019-09-16,-1.953804,0.982662,-0.17683,-0.559247,1.88173,-0.720934,0.0,-1.218177,47.0285,32,0.1248,2999.28,50,0.015
2019-09-17,-1.2366,0.341892,-0.039456,-0.119121,2.209173,4.0,0.0,-1.226502,53.4198,31,0.137,2996.17,50,0.015
2019-09-18,-1.522695,0.386237,0.477266,-0.43559,1.729148,-0.465954,0.0,-0.697238,47.9546,30,0.1283,2998.54,50,0.015
2019-09-19,-2.047136,0.09313,-0.132904,-1.402567,2.661174,-0.840938,0.0,-0.508758,44.9563,29,0.1137,3016.95,50,0.015
2019-09-20,-2.053169,0.156874,0.089099,-1.464039,2.781354,-0.848109,0.0,-0.327162,45.382,28,0.113,3012.75,50,0.015
2019-09-23,-1.394225,0.83513,0.955435,-0.14523,1.193993,-1.38037,0.0,0.213568,48.8904,25,0.1346,2984.49,50,0.015
2019-09-24,-1.075648,0.298569,0.753461,-0.522423,1.808043,-0.708057,0.0,-0.604749,48.8864,27,0.1251,3002.78,50,0.015
2019-09-25,-0.405341,0.8315,0.596892,0.793712,0.163755,-1.445726,0.0,-0.663915,50.7366,26,0.1532,2960.46,50,0.015
2019-09-26,-0.772232,0.624785,0.821095,0.205768,0.860097,-1.326136,0.0,-0.64594,49.6675,25,0.1405,2975.57,50,0.015
2019-09-27,-0.494409,0.603851,0.678209,0.101454,0.81999,-1.615433,0.0,-0.873795,49.5981,26,0.139,2973.84,50,0.015
2019-09-30,-0.143985,0.472072,0.961098,0.607893,0.296854,-1.308111,0.0,-0.485223,51.0704,25,0.1476,2975.02,50,0.015
2019-10-01,0.569848,1.18397,0.864446,0.950036,-0.574693,-0.293772,0.0,-1.479762,54.1859,45,0.1565,2966.16,50,0.015
2019-10-02,0.891007,1.074192,1.765633,1.643586,0.0,-0.580864,0.0,-0.563515,57.3912,44,0.1832,2906.43,50,0.015
2019-10-03,1.824899,-0.005531,2.051667,1.760798,0.0,-0.655533,0.0,-0.209646,58.0734,43,0.1984,2862.09,50,0.015
2019-10-04,-0.246444,0.597578,2.148654,1.281728,0.0,-0.356891,0.0,1.274871,54.5011,42,0.1678,2929.45,50,0.015
2019-10-07,-0.464923,0.855605,2.015903,1.101588,0.0,-0.173538,0.0,2.175786,54.7284,39,0.1627,2944.32,50,0.015
2019-10-08,-0.058944,0.702711,1.931146,1.487615,0.0,-0.488165,0.0,1.855397,55.4739,38,0.1794,2903.0,50,0.015
2019-10-09,0.07713,0.737111,1.779683,1.454984,0.0,-0.830811,0.0,1.637444,55.2612,37,0.1793,2910.66,50,0.015
2019-10-10,-0.346864,0.7247,1.469261,1.168599,0.0,-0.951743,0.0,0.0899,52.6038,36,0.1667,2933.62,50,0.015
2019-10-11,-1.56028,0.096014,1.84433,0.299618,0.0,-0.391491,0.0,0.50867,48.0791,35,0.1447,2983.29,50,0.015
2019-10-14,-1.513242,-0.700186,1.520868,0.39083,0.0,2.687233,0.0,0.68223,49.6478,32,0.146,2969.54,50,0.015
2019-10-15,-2.247837,-0.913073,1.490333,-0.672295,0.0,0.360934,0.0,0.966686,43.5824,31,0.126,2987.15,50,0.015
2019-10-16,-2.145876,-0.871106,1.298236,-0.57309,0.0,0.110347,0.0,0.712733,43.5388,30,0.1279,2988.04,50,0.015
2019-10-17,-2.350354,-0.951549,0.866251,-0.995665,0.0,0.409123,0.0,0.085697,41.8725,29,0.121,3006.48,50,0.015
2019-10-18,-2.209431,-0.89045,0.621413,-0.727317,0.0,0.251613,0.0,0.056065,42.3813,28,0.1245,2994.44,50,0.015
2019-10-21,-2.107076,-0.811121,0.894876,-0.773038,0.0,-0.21403,0.0,-0.168611,42.3681,25,0.1232,2998.1,50,0.015
2019-10-22,-2.156829,-0.713592,0.414832,-1.064446,0.0,0.229888,0.0,-0.289212,42.0012,27,0.12,3010.16,50,0.015
2019-10-23,-1.743281,-1.049772,0.620919,-0.696484,0.0,0.263707,0.0,-0.693315,42.9113,26,0.1241,2996.43,50,0.015
2019-10-24,-1.761887,-0.752288,0.802292,-0.904661,0.0,-0.066015,0.0,-0.856967,42.8811,25,0.1222,3002.31,50,0.015
2019-10-25,-1.94396,-0.852937,0.7676,-1.35224,0.0,1.311192,0.0,-0.672911,42.9947,26,0.1163,3012.51,50,0.015
2019-10-28,-2.038643,-0.764312,0.136623,-1.386655,0.0,1.072463,0.0,-0.295443,42.3288,25,0.1155,3040.47,50,0.015
2019-10-29,-1.924574,-0.666839,-0.398886,-1.240378,0.0,1.891552,0.0,0.13796,43.6357,27,0.1176,3040.44,50,0.015
2019-10-30,-1.271323,-0.796769,0.29217,-1.296272,0.0,1.281964,0.0,-0.867012,44.3659,26,0.1169,3034.23,50,0.015
2019-10-31,-0.723391,-0.746189,0.511257,-1.074893,0.0,1.456298,0.0,-2.214539,45.8448,25,0.1187,3031.4,50,0.015
2019-11-01,-0.466818,-0.809606,-0.207764,-1.916539,0.0,1.111415,0.0,-3.708804,43.4297,26,0.1058,3063.38,50,0.015
